,0
4939,"['0001383414', '05']"
4940,PNR
4941,"['0000077360', '40']"
4942,PNW
4943,"['0000764622', '1231']"
4944,PODD
4945,"['0001145197', '1231']"
4946,POL
4947,"['0001122976', '1231']"
4948,POOL
4949,"['0000945841', '1231']"
4950,POR
4951,"['0000784977', '1231']"
4952,POST
4953,"['0001530950', '0930']"
4954,POWI
4955,"['0000833640', '1231']"
4956,POWL
4957,"['0000080420', '0930']"
4958,PPBI
4959,"['0001028918', '1231']"
4960,PPC
4961,"['0000802481', '1229']"
4962,PPG
4963,"['0000079879', '1231']"
4964,PPL
4965,"['0000922224', '1231']"
4966,PRA
4967,"['0001127703', '1231']"
4968,PRAA
4969,"['0001185348', '1231']"
4970,PRCP
4971,"['0000887226', '0630']"
4972,PRFT
4973,"['0001085869', '1231']"
4974,PRGO
4975,"['0001585364', '40']"
4976,PRGS
4977,"['0000876167', '1130']"
4978,PRGX
4979,"['0001007330', '1231']"
4980,PRI
4981,"['0001475922', '1231']"
4982,PRIM
4983,"['0001361538', '1231']"
4984,PRK
4985,"['0000805676', '1231']"
4986,PRKR
4987,"['0000914139', '1231']"
4988,PRLB
4989,"['0001443669', '1231']"
4990,PRMW
4991,"['0001365101', '1231']"
4992,PRO
4993,"['0001392972', '1231']"
4994,PROV
4995,"['0001010470', '0630']"
4996,PRSC
4997,"['0001220754', '1231']"
4998,PRTS
4999,"['0001378950', '1228']"
5000,PRU
5001,"['0001137774', '1231']"
5002,PSA
5003,"['0001393311', '1231']"
5004,PSB
5005,"['0000866368', '1231']"
5006,PSEC
5007,"['0001287032', '01']"
5008,PSMT
5009,"['0001041803', '0831']"
5010,PSTI
5011,"['0001158780', '40']"
5012,PSX
5013,"['0001534701', '1231']"
5014,PTEN
5015,"['0000889900', '1231']"
5016,PTI
5017,"['0001445283', '2011']"
5018,PTN
5019,"['0000911216', '0630']"
5020,PTNR
5021,"['1231', '40']"
5022,PVG
5023,"['1231', '40']"
5024,PVH
5025,"['0000078239', '0202']"
5026,PWR
5027,"['0001050915', '1231']"
5028,PXD
5029,"['0001038357', '1231']"
5030,PXLW
5031,"['0001040161', '1231']"
5032,PZN
5033,"['0001399249', '1231']"
5034,PZZA
5035,"['0000901491', '1229']"
5036,QADA
5037,"['0001036188', '0131']"
5038,QADB
5039,"['0001036188', '0131']"
5040,QBAK
5041,"['0000758938', '1231']"
5042,QCOM
5043,"['0000804328', '0929']"
5044,QCRH
5045,"['0000906465', '1231']"
5046,QDEL
5047,"['0000353569', '1231']"
5048,QEP
5049,"['0001108827', '1231']"
5050,QGEN
5051,"['0001015820', '40']"
5052,QNST
5053,"['0001117297', '0630']"
5054,QUAD
5055,"['0001481792', '1231']"
5056,QUIK
5057,"['0000882508', '1231']"
5058,R
5059,"['0000085961', '1231']"
5060,RAD
5061,"['0000084129', '0229']"
5062,RAIL
5063,"['0001320854', '1231']"
5064,RAVN
5065,"['0000082166', '0131']"
5066,RBA
5067,"['0001046102', '40']"
5068,RBC
5069,"['0000082811', '1228']"
5070,RBCAA
5071,"['0000921557', '1231']"
5072,RBCN
5073,"['0001410172', '1231']"
5074,RBS
5075,"['0000844150', '40']"
5076,RC
5077,"['0001527590', '1231']"
5078,RCI
5079,"['1231', '40']"
5080,RCII
5081,"['0000933036', '1231']"
5082,RCKY
5083,"['0000895456', '1231']"
5084,RCL
5085,"['0000884887', '1231']"
5086,RCMT
5087,"['0000700841', '1228']"
5088,RDCM
5089,"['1231', '40']"
5090,RDI
5091,"['0000716634', '1231']"
5092,RDN
5093,"['0000890926', '1231']"
5094,RDNT
5095,"['0000790526', '1231']"
5096,RDWR
5097,"['1231', '40']"
5098,RDY
5099,"['0001135951', '40']"
5100,RE
5101,"['0001095073', '40']"
5102,RECN
5103,"['0001084765', '0530']"
5104,REED
5105,"['0001140215', '1231']"
5106,REFR
5107,"['0000793524', '1231']"
5108,REG
5109,"['0000910606', '1231']"
5110,REGI
5111,"['0001463258', '1231']"
5112,REGN
5113,"['0000872589', '1231']"
5114,RELL
5115,"['0000355948', '0530']"
5116,RENN
5117,"['0001509223', '40']"
5118,RES
5119,"['0000742278', '1231']"
5120,REV
5121,"['0000887921', '1231']"
5122,REX
5123,"['0000744187', '0131']"
5124,RF
5125,"['0001281761', '1231']"
5126,RFIL
5127,"['0000740664', '1031']"
5128,RGA
5129,"['0000898174', '1231']"
5130,RGCO
5131,"['0001069533', '0930']"
5132,RGEN
5133,"['0000730272', '1231']"
5134,RGLD
5135,"['0000085535', '0630']"
5136,RGR
5137,"['0000095029', '1231']"
5138,RGS
5139,"['0000716643', '0630']"
5140,RHI
5141,"['0000315213', '1231']"
5142,RICK
5143,"['0000935419', '0930']"
5144,RIG
5145,"['0001451505', '40']"
5146,RIGL
5147,"['0001034842', '1231']"
5148,RJF
5149,"['0000720005', '0930']"
5150,RL
5151,"['0001037038', '0328']"
5152,RLGT
5153,"['0001171155', '0630']"
5154,RLH
5155,"['0001052595', '1231']"
5156,RLI
5157,"['0000084246', '1231']"
5158,RLJ
5159,"['0001511337', '1231']"
5160,RM
5161,"['0001519401', '1231']"
5162,RMBS
5163,"['0000917273', '1231']"
5164,RMCF
5165,"['0001616262', '0229']"
5166,RMD
5167,"['0000943819', '0630']"
5168,RMTI
5169,"['0001041024', '1231']"
5170,RNET
5171,"['0001162112', '1231']"
5172,RNR
5173,"['0000913144', '40']"
5174,RNST
5175,"['0000715072', '1231']"
5176,RNWK
5177,"['0001046327', '1231']"
5178,ROCK
5179,"['0000912562', '1231']"
5180,ROG
5181,"['0000084748', '1231']"
5182,ROIC
5183,"['0001407623', '1231']"
5184,ROK
5185,"['0001024478', '0930']"
5186,ROL
5187,"['0000084839', '1231']"
5188,ROLL
5189,"['0001324948', '0328']"
5190,ROP
5191,"['0000882835', '1231']"
5192,ROSE
5193,"['0001659122', '1231']"
5194,ROST
5195,"['0000745732', '0201']"
5196,ROYT
5197,"['0001538822', '1231']"
5198,RP
5199,"['0001286225', '1231']"
5200,RPAI
5201,"['0001222840', '1231']"
5202,RPM
5203,"['0000110621', '0531']"
5204,RPT
5205,"['0000842183', '1231']"
5206,RRC
5207,"['0000315852', '1231']"
5208,RRD
5209,"['0000029669', '1231']"
5210,RRGB
5211,"['0001171759', '1229']"
5212,RRTS
5213,"['0001440024', '1231']"
5214,RS
5215,"['0000861884', '1231']"
5216,RSG
5217,"['0001060391', '1231']"
5218,RST
5219,"['0001351285', '1231']"
5220,RTIX
5221,"['0001760173', '1231']"
5222,RTN
5223,"['0001047122', '1231']"
5224,RUSHA
5225,"['0001012019', '1231']"
5226,RUTH
5227,"['0001324272', '1229']"
5228,RVSB
5229,"['0001041368', '0331']"
5230,RWT
5231,"['0000930236', '1231']"
5232,RXN
5233,"['0001439288', '0331']"
5234,RY
5235,"['0001000275', '40']"
5236,RYAAY
5237,"['0331', '40']"
5238,RYN
5239,"['0000052827', '1231']"
5240,S
5241,"['0000101830', '0331']"
5242,SAFM
5243,"['0000812128', '1031']"
5244,SAFT
5245,"['0001172052', '1231']"
5246,SAH
5247,"['0001043509', '1231']"
5248,SAIA
5249,"['0001177702', '1231']"
5250,SALM
5251,"['0001050606', '1231']"
5252,SAM
5253,"['0000949870', '1229']"
5254,SANM
5255,"['0000897723', '0928']"
5256,SANW
5257,"['0001477246', '0630']"
5258,SAP
5259,"['0001000184', '40']"
5260,SAR
5261,"['0001377936', '03']"
5262,SASR
5263,"['0000824410', '1231']"
5264,SATS
5265,"['0001415404', '1231']"
5266,SAVE
5267,"['0001498710', '1231']"
5268,SB
5269,"['9', '40']"
5270,SBAC
5271,"['0001034054', '1231']"
5272,SBCF
5273,"['0000730708', '1231']"
5274,SBGI
5275,"['0000912752', '1231']"
5276,SBH
5277,"['0001368458', '0930']"
5278,SBLK
5279,"['0001386716', '40']"
5280,SBNY
5281,"['1231', '40']"
5282,SBRA
5283,"['0001492298', '1231']"
5284,SBS
5285,"['1231', '40']"
5286,SBSI
5287,"['0000705432', '1231']"
5288,SBUX
5289,"['0000829224', '0929']"
5290,SCCO
5291,"['0001001838', '1231']"
5292,SCHL
5293,"['0000866729', '0531']"
5294,SCHN
5295,"['0000912603', '0831']"
5296,SCHW
5297,"['0000316709', '1231']"
5298,SCI
5299,"['0000089089', '1231']"
5300,SCL
5301,"['0000094049', '1231']"
5302,SCON
5303,"['0000895665', '1231']"
5304,SCOR
5305,"['0001158172', '1231']"
5306,SCS
5307,"['0001050825', '0228']"
5308,SCSC
5309,"['0000918965', '0630']"
5310,SCVL
5311,"['0000895447', '0202']"
5312,SD
5313,"['0001349436', '1231']"
5314,SDRL
5315,"['02', '40']"
5316,SE
5317,"['1231', '40']"
5318,SEAC
5319,"['0001019671', '0131']"
5320,SEE
5321,"['0001012100', '1231']"
5322,SEIC
5323,"['0000350894', '1231']"
5324,SEM
5325,"['0001320414', '1231']"
5326,SEMG
5327,"['0001489136', '1231']"
5328,SF
5329,"['0000720672', '1231']"
5330,SFE
5331,"['0000086115', '1231']"
5332,SFL
5333,"['20', '40']"
5334,SFNC
5335,"['0000090498', '1231']"
5336,SFST
5337,"['0001090009', '1231']"
5338,SFUN
5339,"['16', '40']"
5340,SGA
5341,"['0000886136', '1231']"
5342,SGC
5343,"['0000095574', '1231']"
5344,SGEN
5345,"['0001060736', '1231']"
5346,SGMO
5347,"['0001001233', '1231']"
5348,SGMS
5349,"['0000750004', '1231']"
5350,SGRP
5351,"['0001004989', '1231']"
5352,SHBI
5353,"['0001035092', '1231']"
5354,SHEN
5355,"['0000354963', '1231']"
5356,SHIP
5357,"['0001448397', '40']"
5358,SHLO
5359,"['0000904979', '1031']"
5360,SHO
5361,"['0001295810', '1231']"
5362,SHOO
5363,"['0000913241', '1231']"
5364,SHW
5365,"['0000089800', '1231']"
5366,SID
5367,"['1231', '40']"
5368,SIG
5369,"['0000832988', '40']"
5370,SIGA
5371,"['0001010086', '1231']"
5372,SIGI
5373,"['0000230557', '1231']"
5374,SIGM
5375,"['0000790715', '0130']"
5376,SILC
5377,"['0000916793', '40']"
5378,SIMO
5379,"['1231', '40']"
5380,SINA
5381,"['0001094005', '40']"
5382,SIRI
5383,"['0000908937', '1231']"
5384,SIVB
5385,"['0000719739', '1231']"
5386,SIX
5387,"['0000701374', '1231']"
5388,SJI
5389,"['0000091928', '1231']"
5390,SJM
5391,"['0000091419', '0430']"
5392,SJR
5393,"['0831', '40']"
5394,SJW
5395,"['0000766829', '1231']"
5396,SKT
5397,"['0000899715', '1231']"
5398,SKX
5399,"['0001065837', '1231']"
5400,SKY
5401,"['0000090896', '0328']"
5402,SKYW
5403,"['0000793733', '1231']"
5404,SLAB
5405,"['0001038074', '1228']"
5406,SLB
5407,"['0000087347', '8']"
5408,SLCA
5409,"['0001524741', '1231']"
5410,SLF
5411,"['0001097362', '40']"
5412,SLG
5413,"['0001040971', '1231']"
5414,SLGN
5415,"['0000849869', '1231']"
5416,SLM
5417,"['0001032033', '1231']"
5418,SLP
5419,"['0001023459', '0831']"
5420,SLRC
5421,"['0001418076', '1231']"
5422,SM
5423,"['0000893538', '1231']"
5424,SMCI
5425,"['0001375365', '0630']"
5426,SMED
5427,"['0000898770', '0630']"
5428,SMG
5429,"['0000825542', '0930']"
5430,SMP
5431,"['0000093389', '1231']"
5432,SMRT
5433,"['0000884940', '0201']"
5434,SMSI
5435,"['0000948708', '1231']"
5436,SMTC
5437,"['0000088941', '0126']"
5438,SMTX
5439,"['0001108320', '40']"
5440,SNA
5441,"['0000091440', '1228']"
5442,SNCR
5443,"['0001131554', '1231']"
5444,SNE
5445,"['0000313838', '40']"
5446,SNH
5447,"['0001075415', '1231']"
5448,SNN
5449,"['1231', '40']"
5450,SNPS
5451,"['0000883241', '1031']"
5452,SNSS
5453,"['0001061027', '1231']"
5454,SNV
5455,"['0000018349', '1231']"
5456,SNX
5457,"['0001177394', '1130']"
5458,SNY
5459,"['0001121404', '40']"
5460,SO
5461,"['0000092122', '1231']"
5462,SOFO
5463,"['0001029744', '0930']"
5464,SOHU
5465,"['1231', '40']"
5466,SOL
5467,"['0001417892', '40']"
5468,SON
5469,"['0000091767', '1231']"
5470,SONA
5471,"['0001325670', '1231']"
5472,SORL
5473,"['0000714284', '40']"
5474,SPAR
5475,"['0000743238', '1231']"
5476,SPG
5477,"['0001063761', '1231']"
5478,SPH
5479,"['0001005210', '0928']"
5480,SPLK
5481,"['0001353283', '0131']"
5482,SPNS
5483,"['1231', '40']"
5484,SPPI
5485,"['0000831547', '1231']"
5486,SPR
5487,"['0001364885', '1231']"
5488,SPRT
5489,"['0001104855', '1231']"
5490,SPSC
5491,"['0001092699', '1231']"
5492,SPTN
5493,"['0000877422', '1228']"
5494,SPWR
5495,"['0000867773', '1229']"
5496,SQM
5497,"['0000909037', '40']"
5498,SQNS
5499,"['1231', '40']"
5500,SR
5501,"['0001126956', '0930']"
5502,SRCE
5503,"['0000034782', '1231']"
5504,SRCL
5505,"['0000861878', '1231']"
5506,SRDX
5507,"['0000924717', '0930']"
5508,SRE
5509,"['0001032208', '1231']"
5510,SREV
5511,"['0001310114', '1231']"
5512,SRI
5513,"['0001043337', '1231']"
5514,SRT
5515,"['0001031029', '1231', 'NULL', 'NULL']"
5516,SSBI
5517,"['0001031029', '1231', 'NULL', 'NULL']"
5518,SSD
5519,"['0000920371', '1231']"
5520,SSI
5521,"['0000006885', '0201']"
5522,SSNC
5523,"['0001402436', '1231']"
5524,SSP
5525,"['0000832428', '1231']"
5526,SSW
5527,"['0001332639', '40']"
5528,SSYS
5529,"['03', '3']"
5530,ST
5531,"['0001477294', '40']"
5532,STAA
5533,"['0000718937', '0103']"
5534,STAG
5535,"['0001479094', '1231']"
5536,STBA
5537,"['0000719220', '1231']"
5538,STC
5539,"['0000094344', '1231']"
5540,STE
5541,"['0001757898', '40']"
5542,STFC
5543,"['0000874977', '1231']"
5544,STI
5545,"['0000750556', '1231']"
5546,STKL
5547,"['0000351834', '40']"
5548,STL
5549,"['0001070154', '1231']"
5550,STLD
5551,"['0001022671', '1231']"
5552,STLY
5553,"['0000797465', '1231']"
5554,STM
5555,"['0000932787', '40']"
5556,STMP
5557,"['0001082923', '1231']"
5558,STN
5559,"['0001131383', '40']"
5560,STNG
5561,"['0001483934', '40']"
5562,STON
5563,"['0001286131', '1231']"
5564,STRA
5565,"['0001013934', '1231']"
5566,STRL
5567,"['0000874238', '1231']"
5568,STRM
5569,"['0001008586', '0131']"
5570,STRT
5571,"['0000933034', '0628']"
5572,STT
5573,"['0000093751', '1231']"
5574,STWD
5575,"['0001465128', '1231']"
5576,STX
5577,"['0001137789', '40']"
5578,STZ
5579,"['0000016918', '0229']"
5580,SU
5581,"['12', '40']"
5582,SUI
5583,"['0000912593', '1231']"
5584,SUMR
5585,"['0001314772', '1228']"
5586,SUN
5587,"['0001552275', '1231']"
5588,SUNS
5589,"['0001508171', '1231']"
5590,SUP
5591,"['0000095552', '1231']"
5592,SUPN
5593,"['0001356576', '1231']"
5594,SVA
5595,"['0001084201', '40']"
5596,SVM
5597,"['0001052045', '1231']"
5598,SWI
5599,"['0001428669', '1231']"
5600,SWIR
5601,"['0001111863', '40']"
5602,SWK
5603,"['0000093556', '1228']"
5604,SWKS
5605,"['0000004127', '0927']"
5606,SWM
5607,"['0001000623', '1231']"
5608,SWN
5609,"['0000007332', '1231']"
5610,SWX
5611,"['0001692115', '1231']"
5612,SXC
5613,"['0001514705', '1231']"
5614,SXI
5615,"['0000310354', '0630']"
5616,SXT
5617,"['0000310142', '1231']"
5618,SYBT
5619,"['0000835324', '1231']"
5620,SYK
5621,"['0000310764', '1231']"
5622,SYKE
5623,"['0001010612', '1231']"
5624,SYMC
5625,"['0000849399', '0403']"
5626,SYN
5627,"['0000894158', '1231']"
5628,SYNA
5629,"['0000817720', '0627']"
5630,SYNC
5631,"['0001408278', '1231']"
5632,SYNL
5633,"['0000095953', '1231']"
5634,SYPR
5635,"['0000864240', '1231']"
5636,SYX
5637,"['0000945114', '1231']"
5638,SYY
5639,"['0000096021', '0627']"
5640,T
5641,"['0000732717', '1231']"
5642,TA
5643,"['0001378453', '1231']"
5644,TAC
5645,"['1231', '40']"
5646,TACT
5647,"['0001017303', '1231']"
5648,TAL
5649,"['9', '40']"
5650,TAP
5651,"['0000024545', '1231']"
5652,TARO
5653,"['0000906338', '40']"
5654,TAST
5655,"['0000809248', '1231']"
5656,TAT
5657,"['0001092289', '0']"
5658,TBBK
5659,"['40', 'NULL']"
5660,TBI
5661,"['0000768899', '1229']"
5662,TBNK
5663,"['0001447051', '1231']"
5664,TC
5665,"['1231', '40']"
5666,TCBI
5667,"['0001077428', '1231']"
5668,TCBK
5669,"['0000356171', '1231']"
5670,TCO
5671,"['0000890319', '1231']"
5672,TCP
5673,"['0001075607', '1231']"
5674,TCPC
5675,"['0001370755', '02']"
5676,TCRD
5677,"['0001464963', '1231']"
5678,TCX
5679,"['0000909494', '40']"
5680,TD
5681,"['0000947263', '40']"
5682,TDC
5683,"['0000816761', '1231']"
5684,TDG
5685,"['0001260221', '0930']"
5686,TDS
5687,"['0001051512', '1231']"
5688,TDW
5689,"['0000098222', '1231']"
5690,TDY
5691,"['0001094285', '1229']"
5692,TECD
5693,"['0000790703', '0928']"
5694,TECH
5695,"['0000842023', '0630']"
5696,TEF
5697,"['1231', '40']"
5698,TEL
5699,"['0001385157', '40']"
5700,TEN
5701,"['0001024725', '1231']"
5702,TEO
5703,"['30', '40']"
5704,TER
5705,"['0000097210', '1231']"
5706,TESS
5707,"['0000927355', '0329']"
5708,TEVA
5709,"['0000818686', '40']"
5710,TEX
5711,"['0000097216', '1231']"
5712,TFSL
5713,"['0001381668', '0930']"
5714,TFX
5715,"['0000096943', '1231']"
5716,TGA
5717,"['1231', '40']"
5718,TGB
5719,"['0000878518', '40']"
5720,TGE
5721,"['0001633651', '1231']"
5722,TGH
5723,"['1231', '40']"
5724,TGI
5725,"['0001021162', '0331']"
5726,TGP
5727,"['1231', '40']"
5728,TGT
5729,"['0000027419', '0131']"
5730,THC
5731,"['0000070318', '1231']"
5732,THFF
5733,"['0000714562', '1231']"
5734,THG
5735,"['0000944695', '1231']"
5736,THO
5737,"['0000730263', '0731']"
5738,THOR
5739,"['0001609727', '1231']"
5740,THR
5741,"['0001489096', '0331']"
5742,THS
5743,"['0001320695', '1231']"
5744,TIF
5745,"['0000098246', '0131']"
5746,TISI
5747,"['0000318833', '1231']"
5748,TITN
5749,"['0001409171', '0131']"
5750,TIVO
5751,"['0001675820', '1231']"
5752,TJX
5753,"['0000109198', '0131']"
5754,TK
5755,"['08', '40']"
5756,TKR
5757,"['0000098362', '1231']"
5758,TLF
5759,"['0000909724', '1231']"
5760,TM
5761,"['0331', '40']"
5762,TMO
5763,"['0000097745', '1231']"
5764,TMP
5765,"['0001005817', '1231']"
5766,TNAV
5767,"['0001474439', '0630']"
5768,TNC
5769,"['0000097134', '1231']"
5770,TNK
5771,"['1231', '40']"
5772,TNP
5773,"['3', '40']"
5774,TOL
5775,"['0000794170', '1031']"
5776,TOO
5777,"['0001382298', '40']"
5778,TOT
5779,"['0000879764', '40', 'NULL', 'NULL']"
5780,TOWN
5781,"['0000879764', '40', 'NULL', 'NULL']"
5782,TPC
5783,"['0000077543', '1231']"
5784,TPX
5785,"['0001206264', '1231']"
5786,TREE
5787,"['0001434621', '1231']"
5788,TREX
5789,"['0001069878', '1231']"
5790,TRGP
5791,"['0001389170', '1231']"
5792,TRI
5793,"['0001075124', '40']"
5794,TRIB
5795,"['1231', '40']"
5796,TRIP
5797,"['0001526520', '1231']"
5798,TRMB
5799,"['0000864749', '0103']"
5800,TRMK
5801,"['0000036146', '1231']"
5802,TRN
5803,"['0000099780', '1231']"
5804,TRNO
5805,"['0001476150', '1231']"
5806,TRNS
5807,"['0000099302', '0328']"
5808,TROW
5809,"['0001113169', '1231']"
5810,TRP
5811,"['0001232384', '40']"
5812,TRS
5813,"['0000842633', '1231']"
5814,TRST
5815,"['0000357301', '1231']"
5816,TRU
5817,"['0001552033', '1231']"
5818,TRV
5819,"['0000086312', '1231']"
5820,TS
5821,"['4', '40']"
5822,TSBK
5823,"['0001046050', '0930']"
5824,TSCO
5825,"['0000916365', '1228']"
5826,TSEM
5827,"['1231', '40']"
5828,TSLA
5829,"['0001318605', '1231']"
5830,TSM
5831,"['1231', '40']"
5832,TSN
5833,"['0000100493', '0928']"
5834,TSU
5835,"['05', '40']"
5836,TTC
5837,"['0000737758', '1031']"
5838,TTEC
5839,"['0001013880', '1231']"
5840,TTEK
5841,"['0000831641', '0929']"
5842,TTGT
5843,"['0001293282', '40']"
5844,TTI
5845,"['0000844965', '1231']"
5846,TTMI
5847,"['0001116942', '1231']"
5848,TTWO
5849,"['0000946581', '0331']"
5850,TU
5851,"['18', '40']"
5852,TUES
5853,"['0000878726', '0630']"
5854,TUP
5855,"['0001008654', '1228']"
5856,TV
5857,"['0000912892', '40']"
5858,TW
5859,"['0001758730', '1231']"
5860,TWI
5861,"['0000899751', '1231']"
5862,TWIN
5863,"['0000100378', '0630']"
5864,TWO
5865,"['0001465740', '1231']"
5866,TX
5867,"['1231', '40']"
5868,TXN
5869,"['0000097476', '1231']"
5870,TXRH
5871,"['0001289460', '1231']"
5872,TXT
5873,"['0000217346', '0104']"
5874,TYL
5875,"['0000860731', '1231']"
5876,TZOO
5877,"['0001133311', '1231']"
5878,UA
5879,"['0001336917', '1231']"
5880,UAL
5881,"['0000100517', '1231']"
5882,UAN
5883,"['0001425292', '1231']"
5884,UBA
5885,"['0001029800', '1031']"
5886,UBS
5887,"['0001610520', '40']"
5888,UBSI
5889,"['0000729986', '1231']"
5890,UCBI
5891,"['0000857855', '1231']"
5892,UCFC
5893,"['0000707886', '1231']"
5894,UCTT
5895,"['0001275014', '1227']"
5896,UDR
5897,"['0000074208', '1231']"
5898,UEIC
5899,"['0000101984', '1231']"
5900,UEPS
5901,"['0001041514', '40']"
5902,UFCS
5903,"['0000101199', '1231']"
5904,UFI
5905,"['0000100726', '0630']"
5906,UFPI
5907,"['0000912767', '1228']"
5908,UFPT
5909,"['0000914156', '1231']"
5910,UFS
5911,"['0001381531', '1231']"
5912,UGI
5913,"['0000884614', '0930']"
5914,UGP
5915,"['1231', '40']"
5916,UHAL
5917,"['0000004457', '0331']"
5918,UHS
5919,"['0000352915', '1231']"
5920,UIS
5921,"['0000746838', '1231']"
5922,ULBI
5923,"['0000875657', '1231']"
5924,ULTA
5925,"['0001403568', '0201']"
5926,UMBF
5927,"['0000101382', '1231']"
5928,UMC
5929,"['1231', '40']"
5930,UMH
5931,"['0000752642', '1231']"
5932,UMPQ
5933,"['0001077771', '1231']"
5934,UNF
5935,"['0000717954', '0831']"
5936,UNFI
5937,"['0001020859', '0803']"
5938,UNH
5939,"['0000731766', '1231']"
5940,UNM
5941,"['0000005513', '1231']"
5942,UNP
5943,"['0000100885', '1231']"
5944,UNT
5945,"['0000798949', '1231']"
5946,UPS
5947,"['0001090727', '1231']"
5948,URBN
5949,"['0000912615', '0131']"
5950,URG
5951,"['0001375205', '4']"
5952,URI
5953,"['0001067701', '1231']"
5954,USAK
5955,"['0000883945', '1231']"
5956,USAP
5957,"['0000931584', '1231']"
5958,USAT
5959,"['0000896429', '0630']"
5960,USB
5961,"['0000036104', '1231']"
5962,USCR
5963,"['0001073429', '1231']"
5964,USEG
5965,"['0000101594', '1231']"
5966,USM
5967,"['0000821130', '1231']"
5968,USNA
5969,"['0000896264', '1228']"
5970,USPH
5971,"['0000885978', '1231']"
5972,UTHR
5973,"['0001082554', '1231']"
5974,UTI
5975,"['0001261654', '0930']"
5976,UTL
5977,"['0000755001', '1231']"
5978,UTSI
5979,"['0001030471', '40']"
5980,UTX
5981,"['0000101829', '1231']"
5982,UVE
5983,"['0000891166', '1231']"
5984,UVSP
5985,"['0000102212', '1231']"
5986,UVV
5987,"['0000102037', '0331']"
5988,V
5989,"['0001403161', '0930']"
5990,VAC
5991,"['0001524358', '1231']"
5992,VALE
5993,"['0000917851', '40']"
5994,VAR
5995,"['0000203527', '0927']"
5996,VC
5997,"['0001111335', '1231']"
5998,VCRA
5999,"['0001129260', '1231']"
6000,VECO
6001,"['0000103145', '1231']"
6002,VFC
6003,"['0000103379', '0328']"
6004,VG
6005,"['0001272830', '1231']"
6006,VGR
6007,"['0000059440', '1231']"
6008,VIA
6009,"['0001339947', '0930']"
6010,VIAB
6011,"['0001339947', '0930']"
6012,VICR
6013,"['0000751978', '1231']"
6014,VIPS
6015,"['1231', '40']"
6016,VIRC
6017,"['0000751365', '0131']"
6018,VIV
6019,"['20', '40']"
6020,VIVO
6021,"['0000794172', '0930']"
6022,VLO
6023,"['0001035002', '1231']"
6024,VLY
6025,"['0000714310', '1231']"
6026,VMC
6027,"['0001396009', '1231']"
6028,VMI
6029,"['0000102729', '1228']"
6030,VMW
6031,"['0001124610', '0131']"
6032,VNDA
6033,"['0001347178', '1231']"
6034,VNET
6035,"['06', '40']"
6036,VNO
6037,"['0000899689', '1231']"
6038,VOXX
6039,"['0000807707', '0229']"
6040,VPG
6041,"['0001487952', '1231']"
6042,VRA
6043,"['0001495320', '0201']"
6044,VRML
6045,"['0000926617', '1231']"
6046,VRNT
6047,"['0001166388', '0131']"
6048,VRS
6049,"['0001421182', '1231']"
6050,VRSK
6051,"['0001442145', '1231']"
6052,VRSN
6053,"['0001014473', '1231']"
6054,VRTS
6055,"['0000883237', '1231']"
6056,VRTU
6057,"['0001207074', '0331']"
6058,VRTX
6059,"['0000875320', '1231']"
6060,VSAT
6061,"['0000797721', '0331']"
6062,VSEC
6063,"['0000102752', '1231']"
6064,VSH
6065,"['0000103730', '1231']"
6066,VSI
6067,"['0001360530', '1229']"
6068,VSTM
6069,"['0001526119', '1231']"
6070,VTR
6071,"['0000740260', '1231']"
6072,VVI
6073,"['0000884219', '1231']"
6074,VVUS
6075,"['0000881524', '1231']"
6076,VZ
6077,"['0000732712', '1231']"
6078,WAB
6079,"['0000943452', '1231']"
6080,WABC
6081,"['0000311094', '1231']"
6082,WAFD
6083,"['0000936528', '0930']"
6084,WAIR
6085,"['0001378718', '2008']"
6086,WAL
6087,"['0001212545', '1231']"
6088,WASH
6089,"['0000737468', '1231']"
6090,WAT
6091,"['0001000697', '1231']"
6092,WBC
6093,"['0001390844', '1231']"
6094,WBS
6095,"['0000801337', '1231']"
6096,WCC
6097,"['0000929008', '1231']"
6098,WCG
6099,"['0001279363', '1231']"
6100,WCN
6101,"['0001318220', '40']"
6102,WD
6103,"['0001497770', '1231']"
6104,WDC
6105,"['0000106040', '0703']"
6106,WDFC
6107,"['0000105132', '0831']"
6108,WDR
6109,"['0001052100', '1231']"
6110,WEC
6111,"['0000783325', '1231']"
6112,WEN
6113,"['0000030697', '1229']"
6114,WERN
6115,"['0000793074', '1231']"
6116,WES
6117,"['0001423902', '1231']"
6118,WETF
6119,"['0000880631', '1231']"
6120,WEX
6121,"['0001309108', '1231']"
6122,WEYS
6123,"['0000106532', '1231']"
6124,WFC
6125,"['0000072971', '1231']"
6126,WGO
6127,"['0000107687', '0831']"
6128,WH
6129,"['0001722684', '1231']"
6130,WHR
6131,"['0000106640', '1231']"
6132,WIFI
6133,"['0001169988', '1231']"
6134,WIRE
6135,"['0000850460', '1231']"
6136,WIT
6137,"['0001123799', '40']"
6138,WLDN
6139,"['0001370450', '1228']"
6140,WLK
6141,"['0001262823', '1231']"
6142,WLL
6143,"['0001255474', '1231']"
6144,WM
6145,"['0000823768', '1231']"
6146,WMB
6147,"['0000107263', '1231']"
6148,WMGI
6149,"['0001492658', '40']"
6150,WMS
6151,"['0001604028', '0331']"
6152,WMT
6153,"['0000104169', '0131']"
6154,WNC
6155,"['0000879526', '1231']"
6156,WNS
