symbol,date,release_time
PNM,2019-11-01,bmo
ROLL,2019-11-01,bmo
MOG.A,2019-11-01,bmo
BHVN,2019-11-01,--
IBP,2019-11-01,bmo
MD,2019-11-01,bmo
MGLN,2019-11-01,bmo
RYTM,2019-11-01,--
RUTH,2019-11-01,bmo
XENT,2019-11-01,bmo
GSHD,2019-11-01,bmo
ASIX,2019-11-01,bmo
SNR,2019-11-01,bmo
TPB,2019-11-01,bmo
BBX,2019-11-01,bmo
BGG,2019-11-01,bmo
USX,2019-11-01,bmo
TWIN,2019-11-01,bmo
URG,2019-11-01,--
OIIM,2019-11-01,bmo
HSON,2019-11-01,bmo
PULM,2019-11-01,--
AEMD,2019-11-01,amc
BRK.B,2019-11-02,--
COHU,2019-11-03,bmo
BHC,2019-11-04,bmo
PCG,2019-11-04,--
MOS,2019-11-04,amc
O,2019-11-04,amc
OXY,2019-11-04,amc
UAA,2019-11-04,bmo
CC,2019-11-04,amc
PRU,2019-11-04,amc
HTZ,2019-11-04,amc
S,2019-11-04,bmo
TNDM,2019-11-04,amc
FE,2019-11-04,bmo
GRPN,2019-11-04,amc
MYGN,2019-11-04,amc
MDR,2019-11-04,--
DIOD,2019-11-04,amc
BSM,2019-11-04,amc
PEGI,2019-11-04,--
PXD,2019-11-04,amc
APLE,2019-11-04,amc
NSP,2019-11-04,bmo
ED,2019-11-04,amc
NTR,2019-11-04,amc
MAR,2019-11-04,amc
RNG,2019-11-04,amc
HUD,2019-11-04,amc
SYY,2019-11-04,bmo
NBIX,2019-11-04,amc
CSWC,2019-11-04,amc
CRNT,2019-11-04,bmo
TRVN,2019-11-04,--
DK,2019-11-04,amc
AGEN,2019-11-04,bmo
ACOR,2019-11-04,amc
IIN,2019-11-04,amc
ENDP,2019-11-04,bmo
WTR,2019-11-04,amc
CHGG,2019-11-04,amc
MAXR,2019-11-04,--
GAIN,2019-11-04,amc
AWR,2019-11-04,amc
LASR,2019-11-04,amc
RYAM,2019-11-04,amc
RACE,2019-11-04,bmo
THC,2019-11-04,amc
PI,2019-11-04,amc
XEC,2019-11-04,amc
SHAK,2019-11-04,amc
APPS,2019-11-04,amc
CPE,2019-11-04,amc
CDE,2019-11-04,amc
VECO,2019-11-04,amc
FN,2019-11-04,amc
CRZO,2019-11-04,--
ADUS,2019-11-04,amc
HPR,2019-11-04,amc
CLAR,2019-11-04,amc
NLST,2019-11-04,bmo
BHF,2019-11-04,amc
TSE,2019-11-04,amc
CBT,2019-11-04,amc
VCTR,2019-11-04,amc
SOGO,2019-11-04,bmo
BKH,2019-11-04,amc
TCRD,2019-11-04,amc
MRNS,2019-11-04,--
EVBG,2019-11-04,amc
GCI,2019-11-04,bmo
HIG,2019-11-04,amc
MDRX,2019-11-04,amc
IFF,2019-11-04,amc
PARR,2019-11-04,amc
MYOK,2019-11-04,--
ITUB,2019-11-04,amc
TYME,2019-11-04,amc
CPTA,2019-11-04,amc
FICO,2019-11-04,amc
APTS,2019-11-04,amc
VAC,2019-11-04,amc
UBER,2019-11-04,amc
FUJHY,2019-11-04,--
RYAAY,2019-11-04,--
GRFS,2019-11-04,--
GLPEY,2019-11-04,--
STE,2019-11-04,amc
JKHY,2019-11-04,amc
WES,2019-11-04,amc
LIOPF,2019-11-04,--
BWXT,2019-11-04,amc
AAN,2019-11-04,amc
KMPR,2019-11-04,amc
HHC,2019-11-04,amc
HR,2019-11-04,amc
MRTX,2019-11-04,--
OUT,2019-11-04,amc
RBC,2019-11-04,bmo
TARO,2019-11-04,amc
SHO,2019-11-04,amc
ITRI,2019-11-04,amc
QTS,2019-11-04,amc
IOVA,2019-11-04,amc
KMT,2019-11-04,amc
MGY,2019-11-04,bmo
KOS,2019-11-04,bmo
MMYT,2019-11-04,bmo
DCPH,2019-11-04,amc
REAL,2019-11-04,amc
FRPT,2019-11-04,amc
DINRF,2019-11-04,--
KAMN,2019-11-04,amc
DOOR,2019-11-04,amc
RMBS,2019-11-04,amc
TRS,2019-11-04,bmo
BKD,2019-11-04,amc
HLIO,2019-11-04,amc
SYKE,2019-11-04,amc
SWM,2019-11-04,amc
TPTX,2019-11-04,amc
PLOW,2019-11-04,amc
SPNS,2019-11-04,bmo
PRIM,2019-11-04,bmo
PLMR,2019-11-04,amc
PAHC,2019-11-04,amc
LMNX,2019-11-04,amc
CDEV,2019-11-04,amc
SLRC,2019-11-04,amc
TCMD,2019-11-04,amc
NSTG,2019-11-04,amc
FBM,2019-11-04,amc
DKL,2019-11-04,amc
KPTI,2019-11-04,bmo
KRYS,2019-11-04,--
ARVN,2019-11-04,--
RVNC,2019-11-04,amc
NCMI,2019-11-04,amc
EVER,2019-11-04,amc
FRTA,2019-11-04,amc
QTNT,2019-11-04,bmo
NSSC,2019-11-04,bmo
ETH,2019-11-04,amc
CCXI,2019-11-04,amc
CRD.B,2019-11-04,amc
EXTN,2019-11-04,amc
MG,2019-11-04,amc
EOLS,2019-11-04,bmo
STRL,2019-11-04,amc
SOHU,2019-11-04,bmo
PKOH,2019-11-04,amc
DRRX,2019-11-04,amc
HARP,2019-11-04,--
AOSL,2019-11-04,amc
SUNS,2019-11-04,amc
SNCR,2019-11-04,amc
USAS,2019-11-04,--
CNTY,2019-11-04,amc
FPI,2019-11-04,--
SPRO,2019-11-04,--
ELVT,2019-11-04,amc
NERV,2019-11-04,bmo
FLGT,2019-11-04,amc
DAC,2019-11-04,amc
FTSI,2019-11-04,amc
GAIA,2019-11-04,amc
NCSM,2019-11-04,amc
PBPB,2019-11-04,amc
HNRG,2019-11-04,amc
ATXI,2019-11-04,--
BCLI,2019-11-04,--
SUP,2019-11-04,bmo
NOVN,2019-11-04,--
VTGN,2019-11-04,--
TLGT,2019-11-04,amc
AKTX,2019-11-04,--
WFTIQ,2019-11-04,--
NVTR,2019-11-04,--
SRRA,2019-11-04,--
HAIR,2019-11-04,--
MYO,2019-11-04,--
REXN,2019-11-04,--
NDRA,2019-11-04,--
CHEK,2019-11-04,--
ASCMA,2019-11-04,--
PQUEQ,2019-11-04,--
BEAT,2019-11-05,amc
CHK,2019-11-05,bmo
AMRN,2019-11-05,bmo
OHI,2019-11-05,amc
GWPH,2019-11-05,amc
FTR,2019-11-05,amc
AEZS,2019-11-05,--
PPL,2019-11-05,bmo
HCHC,2019-11-05,amc
AGN,2019-11-05,bmo
INGN,2019-11-05,amc
GHDX,2019-11-05,--
NEWR,2019-11-05,amc
MTCH,2019-11-05,amc
ATH,2019-11-05,bmo
UNT,2019-11-05,--
CCR,2019-11-05,bmo
GLDD,2019-11-05,bmo
GTE,2019-11-05,amc
OPK,2019-11-05,amc
VCEL,2019-11-05,bmo
REGN,2019-11-05,bmo
ALRM,2019-11-05,amc
TWO,2019-11-05,amc
EMR,2019-11-05,bmo
VGR,2019-11-05,amc
MCHP,2019-11-05,amc
TRVG,2019-11-05,bmo
ATUS,2019-11-05,amc
LGND,2019-11-05,amc
DVN,2019-11-05,amc
BDX,2019-11-05,bmo
NEM,2019-11-05,bmo
MYL,2019-11-05,bmo
BGSF,2019-11-05,bmo
VKTX,2019-11-05,bmo
PAA,2019-11-05,amc
FANG,2019-11-05,amc
ARNC,2019-11-05,bmo
ATHM,2019-11-05,bmo
TM,2019-11-05,--
PBI,2019-11-05,bmo
WLL,2019-11-05,amc
CZR,2019-11-05,amc
MNK,2019-11-05,bmo
PE,2019-11-05,amc
HUBS,2019-11-05,amc
CARA,2019-11-05,amc
SXC,2019-11-05,bmo
KTOS,2019-11-05,amc
REGI,2019-11-05,amc
VIV,2019-11-05,bmo
ICHR,2019-11-05,amc
SPKE,2019-11-05,amc
OAS,2019-11-05,amc
DVA,2019-11-05,amc
BTG,2019-11-05,amc
FIVN,2019-11-05,amc
COHR,2019-11-05,amc
MGP,2019-11-05,bmo
PTLA,2019-11-05,amc
AMSC,2019-11-05,amc
ES,2019-11-05,amc
TPR,2019-11-05,bmo
WLK,2019-11-05,bmo
JAZZ,2019-11-05,amc
OMP,2019-11-05,amc
ICPT,2019-11-05,bmo
FLDM,2019-11-05,amc
CPSI,2019-11-05,amc
JLL,2019-11-05,bmo
GSKY,2019-11-05,bmo
GBT,2019-11-05,--
AFI,2019-11-05,bmo
NYMT,2019-11-05,amc
AMRC,2019-11-05,bmo
AINV,2019-11-05,amc
NOVT,2019-11-05,bmo
BRG,2019-11-05,bmo
VVUS,2019-11-05,amc
ATRS,2019-11-05,bmo
SUPN,2019-11-05,amc
NS,2019-11-05,bmo
LPX,2019-11-05,bmo
WBT,2019-11-05,bmo
ASH,2019-11-05,--
WIFI,2019-11-05,amc
EXPD,2019-11-05,bmo
SWIR,2019-11-05,amc
SSRM,2019-11-05,amc
LUNA,2019-11-05,amc
EQM,2019-11-05,bmo
ITI,2019-11-05,amc
EVRI,2019-11-05,amc
CENX,2019-11-05,amc
NPO,2019-11-05,bmo
CDXS,2019-11-05,amc
USAC,2019-11-05,bmo
LTHM,2019-11-05,amc
ACHC,2019-11-05,amc
VPG,2019-11-05,bmo
TA,2019-11-05,bmo
HSIC,2019-11-05,bmo
VIRT,2019-11-05,bmo
PTI,2019-11-05,--
CMP,2019-11-05,amc
TSQ,2019-11-05,bmo
LC,2019-11-05,amc
IDRA,2019-11-05,--
RPD,2019-11-05,bmo
SRC,2019-11-05,bmo
ADRO,2019-11-05,--
ONCE,2019-11-05,--
GPMT,2019-11-05,amc
ZBH,2019-11-05,bmo
EVH,2019-11-05,amc
HT,2019-11-05,amc
FATE,2019-11-05,amc
CARG,2019-11-05,amc
TSLX,2019-11-05,amc
LPI,2019-11-05,amc
RIGL,2019-11-05,amc
CHCT,2019-11-05,amc
CEIX,2019-11-05,bmo
FIS,2019-11-05,bmo
BAMXF,2019-11-05,--
OCPNY,2019-11-05,--
VST,2019-11-05,bmo
HST,2019-11-05,amc
Y,2019-11-05,amc
RANJY,2019-11-05,--
ATEYY,2019-11-05,--
USFD,2019-11-05,bmo
PODD,2019-11-05,amc
AVTR,2019-11-05,bmo
LAMR,2019-11-05,bmo
DSCSY,2019-11-05,--
BNTGY,2019-11-05,--
AIZ,2019-11-05,amc
VOYA,2019-11-05,amc
DEI,2019-11-05,amc
CTLT,2019-11-05,bmo
PTON,2019-11-05,bmo
TSU,2019-11-05,amc
GWR,2019-11-05,--
CDK,2019-11-05,amc
AVLR,2019-11-05,amc
CCC,2019-11-05,bmo
SEKEY,2019-11-05,--
CHH,2019-11-05,bmo
RHP,2019-11-05,bmo
CNK,2019-11-05,bmo
PINC,2019-11-05,bmo
CWK,2019-11-05,amc
FTDR,2019-11-05,bmo
UNVR,2019-11-05,bmo
CSOD,2019-11-05,amc
ETRN,2019-11-05,bmo
ALLO,2019-11-05,bmo
KNCAY,2019-11-05,--
BPMC,2019-11-05,bmo
KAR,2019-11-05,amc
BCPC,2019-11-05,bmo
PAGP,2019-11-05,amc
HLNE,2019-11-05,bmo
GTES,2019-11-05,amc
GRP.U,2019-11-05,amc
RRR,2019-11-05,amc
NUS,2019-11-05,amc
LCII,2019-11-05,bmo
CNO,2019-11-05,amc
IPAR,2019-11-05,amc
VRRM,2019-11-05,bmo
RARE,2019-11-05,amc
WW,2019-11-05,amc
RTLR,2019-11-05,amc
AVNS,2019-11-05,bmo
PRA,2019-11-05,amc
AMK,2019-11-05,amc
XNCR,2019-11-05,amc
MWA,2019-11-05,amc
BMCH,2019-11-05,bmo
LGIH,2019-11-05,bmo
AKCA,2019-11-05,amc
IRTC,2019-11-05,amc
PLT,2019-11-05,amc
KRG,2019-11-05,amc
MDGL,2019-11-05,--
INSP,2019-11-05,amc
SSTK,2019-11-05,bmo
ZYME,2019-11-05,--
RDUS,2019-11-05,amc
RGNX,2019-11-05,amc
INN,2019-11-05,amc
RCM,2019-11-05,bmo
MDOMF,2019-11-05,--
FI,2019-11-05,bmo
NP,2019-11-05,amc
ODT,2019-11-05,--
INMD,2019-11-05,bmo
ATRO,2019-11-05,bmo
MODN,2019-11-05,amc
TBPH,2019-11-05,amc
SXI,2019-11-05,amc
TPRE,2019-11-05,amc
BSIG,2019-11-05,bmo
PRNB,2019-11-05,--
CGBD,2019-11-05,amc
GTHX,2019-11-05,amc
TRUP,2019-11-05,amc
THR,2019-11-05,bmo
PUMP,2019-11-05,--
EEX,2019-11-05,bmo
KURA,2019-11-05,amc
BBSI,2019-11-05,amc
HSKA,2019-11-05,bmo
MYE,2019-11-05,bmo
CPLG,2019-11-05,--
CPS,2019-11-05,amc
TISI,2019-11-05,amc
ITCI,2019-11-05,bmo
WMC,2019-11-05,amc
VEC,2019-11-05,amc
HCKT,2019-11-05,amc
GPRE,2019-11-05,amc
PRMW,2019-11-05,amc
AVD,2019-11-05,amc
SGRY,2019-11-05,bmo
OXFD,2019-11-05,bmo
IPI,2019-11-05,bmo
RRGB,2019-11-05,amc
CCRN,2019-11-05,amc
DFIN,2019-11-05,bmo
OTCM,2019-11-05,amc
DERM,2019-11-05,amc
PTGX,2019-11-05,--
PRTA,2019-11-05,amc
EXK,2019-11-05,bmo
TLRA,2019-11-05,bmo
HCI,2019-11-05,amc
DSPG,2019-11-05,bmo
CBAY,2019-11-05,amc
BYSI,2019-11-05,--
GPP,2019-11-05,amc
AJX,2019-11-05,amc
BXC,2019-11-05,amc
UROV,2019-11-05,amc
SIC,2019-11-05,bmo
PKD,2019-11-05,amc
ELOX,2019-11-05,amc
ASC,2019-11-05,bmo
ARA,2019-11-05,amc
IOTS,2019-11-05,amc
PRVB,2019-11-05,amc
ALLT,2019-11-05,bmo
MCRB,2019-11-05,bmo
FRGI,2019-11-05,amc
CHMA,2019-11-05,amc
XENE,2019-11-05,amc
VRTV,2019-11-05,bmo
EVLO,2019-11-05,bmo
QMCO,2019-11-05,amc
VAPO,2019-11-05,amc
CVSI,2019-11-05,amc
FNHC,2019-11-05,amc
OPRX,2019-11-05,amc
STIM,2019-11-05,bmo
SCOR,2019-11-05,amc
CTSO,2019-11-05,amc
METC,2019-11-05,amc
HCR,2019-11-05,amc
CYDY,2019-11-05,--
APTO,2019-11-05,amc
HBIO,2019-11-05,amc
MWK,2019-11-05,amc
CORV,2019-11-05,--
PRTK,2019-11-05,--
CMRX,2019-11-05,bmo
RESN,2019-11-05,amc
ARAV,2019-11-05,--
OTIC,2019-11-05,amc
SPNV,2019-11-05,amc
TUES,2019-11-05,bmo
VRNA,2019-11-05,bmo
HYRE,2019-11-05,amc
SHIP,2019-11-05,bmo
TCON,2019-11-05,amc
NTRP,2019-11-05,--
NSPR,2019-11-05,--
SQ,2019-11-06,amc
ROKU,2019-11-06,amc
CVS,2019-11-06,bmo
QCOM,2019-11-06,amc
CTL,2019-11-06,amc
ET,2019-11-06,amc
IQ,2019-11-06,amc
BIDU,2019-11-06,amc
CYBR,2019-11-06,bmo
VRS,2019-11-06,--
FOSL,2019-11-06,amc
TRIP,2019-11-06,amc
WYNN,2019-11-06,amc
PSEC,2019-11-06,amc
MRO,2019-11-06,amc
ALB,2019-11-06,amc
RCII,2019-11-06,amc
DXCM,2019-11-06,amc
EGAN,2019-11-06,amc
HUM,2019-11-06,bmo
EOG,2019-11-06,amc
AAOI,2019-11-06,amc
VNDA,2019-11-06,amc
GLUU,2019-11-06,amc
FIT,2019-11-06,amc
ACRX,2019-11-06,amc
NKTR,2019-11-06,amc
CWEN,2019-11-06,bmo
KL,2019-11-06,bmo
SGMO,2019-11-06,amc
SMG,2019-11-06,bmo
MFC,2019-11-06,amc
PBYI,2019-11-06,amc
SUN,2019-11-06,amc
SEDG,2019-11-06,amc
GOLD,2019-11-06,bmo
ODP,2019-11-06,bmo
XPER,2019-11-06,amc
IAC,2019-11-06,amc
ANGI,2019-11-06,amc
EVRG,2019-11-06,amc
III,2019-11-06,amc
VSI,2019-11-06,--
SBOW,2019-11-06,amc
INSG,2019-11-06,amc
AES,2019-11-06,bmo
ATHX,2019-11-06,amc
GERN,2019-11-06,amc
ZAGG,2019-11-06,amc
COTY,2019-11-06,bmo
BCEI,2019-11-06,amc
DOC,2019-11-06,bmo
EXPE,2019-11-06,amc
HZNP,2019-11-06,bmo
RC,2019-11-06,amc
ERI,2019-11-06,amc
CCLP,2019-11-06,bmo
LCI,2019-11-06,amc
FISV,2019-11-06,amc
AYR,2019-11-06,bmo
VMC,2019-11-06,bmo
IONS,2019-11-06,bmo
DXPE,2019-11-06,amc
WEC,2019-11-06,bmo
BR,2019-11-06,bmo
FUN,2019-11-06,bmo
CVNA,2019-11-06,amc
KRO,2019-11-06,--
TPVG,2019-11-06,amc
KGC,2019-11-06,amc
ARTX,2019-11-06,amc
NXST,2019-11-06,bmo
TXMD,2019-11-06,amc
VSLR,2019-11-06,amc
LL,2019-11-06,bmo
OMI,2019-11-06,bmo
WEN,2019-11-06,bmo
MNKD,2019-11-06,bmo
LTS,2019-11-06,--
MFA,2019-11-06,bmo
NVTA,2019-11-06,amc
CLDX,2019-11-06,--
AXGN,2019-11-06,amc
TELL,2019-11-06,--
GDDY,2019-11-06,amc
ELF,2019-11-06,amc
CLBS,2019-11-06,amc
PZZA,2019-11-06,bmo
MRNA,2019-11-06,bmo
ATO,2019-11-06,amc
JE,2019-11-06,amc
NGD,2019-11-06,bmo
BRKS,2019-11-06,amc
FG,2019-11-06,amc
MLNT,2019-11-06,--
BLPH,2019-11-06,--
EPM,2019-11-06,amc
IAG,2019-11-06,amc
CBRE,2019-11-06,bmo
TCPC,2019-11-06,bmo
ENS,2019-11-06,amc
SND,2019-11-06,bmo
RGLD,2019-11-06,amc
REZI,2019-11-06,amc
TGS,2019-11-06,--
NEWT,2019-11-06,amc
FOXA,2019-11-06,amc
EBS,2019-11-06,amc
CHMI,2019-11-06,--
UPWK,2019-11-06,amc
ZAYO,2019-11-06,amc
MCHX,2019-11-06,amc
BLCM,2019-11-06,amc
GMED,2019-11-06,amc
MRCC,2019-11-06,amc
ADAP,2019-11-06,bmo
LHCG,2019-11-06,amc
ACHN,2019-11-06,--
FLO,2019-11-06,amc
ADDYY,2019-11-06,--
HBB,2019-11-06,amc
TLND,2019-11-06,amc
PAAS,2019-11-06,amc
LOPE,2019-11-06,amc
LNVGY,2019-11-06,--
RDWR,2019-11-06,bmo
SEE,2019-11-06,bmo
ACMR,2019-11-06,amc
BL,2019-11-06,amc
DVAX,2019-11-06,amc
PDLI,2019-11-06,amc
ENBL,2019-11-06,bmo
NMFC,2019-11-06,amc
ESPR,2019-11-06,bmo
AEL,2019-11-06,amc
CVGI,2019-11-06,amc
PRGO,2019-11-06,bmo
CNDT,2019-11-06,amc
VER,2019-11-06,bmo
SWX,2019-11-06,amc
FUJIY,2019-11-06,--
WTTR,2019-11-06,amc
BCRX,2019-11-06,bmo
BNFT,2019-11-06,amc
GLMD,2019-11-06,bmo
ELAN,2019-11-06,bmo
ATSG,2019-11-06,amc
SLF,2019-11-06,amc
ANSS,2019-11-06,amc
HRTX,2019-11-06,--
GLOG,2019-11-06,bmo
ELGX,2019-11-06,amc
RP,2019-11-06,amc
NRP,2019-11-06,bmo
TTGT,2019-11-06,amc
INFN,2019-11-06,amc
NYT,2019-11-06,bmo
FSCT,2019-11-06,amc
VERI,2019-11-06,amc
WMGI,2019-11-06,amc
AERI,2019-11-06,amc
PK,2019-11-06,amc
CNHI,2019-11-06,bmo
BGNE,2019-11-06,--
LAND,2019-11-06,amc
AIMT,2019-11-06,amc
TOELY,2019-11-06,--
ALPMY,2019-11-06,--
HOCPY,2019-11-06,--
ADRNY,2019-11-06,--
FLT,2019-11-06,amc
RDSMY,2019-11-06,--
GIB,2019-11-06,bmo
UNICY,2019-11-06,--
OMVJF,2019-11-06,--
LBTYA,2019-11-06,amc
HOLX,2019-11-06,amc
CIB,2019-11-06,amc
EQH,2019-11-06,amc
ASEKY,2019-11-06,--
BKI,2019-11-06,bmo
UHAL,2019-11-06,amc
HLUYY,2019-11-06,--
MIDD,2019-11-06,bmo
YAMHF,2019-11-06,--
CRL,2019-11-06,bmo
SQNXF,2019-11-06,--
PRI,2019-11-06,amc
CPRI,2019-11-06,bmo
PFGC,2019-11-06,bmo
ALE,2019-11-06,bmo
VVV,2019-11-06,amc
ORA,2019-11-06,amc
SBGI,2019-11-06,bmo
LAUR,2019-11-06,bmo
DCP,2019-11-06,amc
DAR,2019-11-06,amc
QTWO,2019-11-06,amc
PGRE,2019-11-06,amc
SJI,2019-11-06,amc
GMAB,2019-11-06,--
RAMP,2019-11-06,amc
STAY,2019-11-06,amc
NVRO,2019-11-06,amc
NTRA,2019-11-06,amc
LXP,2019-11-06,bmo
GEL,2019-11-06,bmo
XLRN,2019-11-06,bmo
STN,2019-11-06,amc
VG,2019-11-06,bmo
GKOS,2019-11-06,amc
NSIT,2019-11-06,bmo
LVGO,2019-11-06,amc
RARX,2019-11-06,--
NMIH,2019-11-06,amc
EPRT,2019-11-06,amc
WD,2019-11-06,bmo
WK,2019-11-06,amc
JELD,2019-11-06,bmo
SAIL,2019-11-06,amc
BLMN,2019-11-06,bmo
RDFN,2019-11-06,amc
TWNK,2019-11-06,amc
ICFI,2019-11-06,amc
AFIN,2019-11-06,amc
DEA,2019-11-06,bmo
GCP,2019-11-06,bmo
CISN,2019-11-06,--
TOPCF,2019-11-06,--
PDCE,2019-11-06,amc
OR,2019-11-06,amc
CCO,2019-11-06,bmo
BAND,2019-11-06,amc
TALO,2019-11-06,amc
DNOW,2019-11-06,bmo
CHRS,2019-11-06,amc
ORTX,2019-11-06,amc
PLYA,2019-11-06,amc
JRVR,2019-11-06,amc
BCOR,2019-11-06,bmo
PLUS,2019-11-06,amc
MLAB,2019-11-06,--
ECPG,2019-11-06,amc
CECO,2019-11-06,amc
AMRX,2019-11-06,bmo
BCSF,2019-11-06,amc
ANIP,2019-11-06,bmo
KELYA,2019-11-06,bmo
OSW,2019-11-06,--
SRCI,2019-11-06,--
IRET,2019-11-06,amc
CNR,2019-11-06,bmo
TPC,2019-11-06,amc
CARS,2019-11-06,bmo
QUOT,2019-11-06,amc
CIR,2019-11-06,bmo
TPIC,2019-11-06,amc
WLH,2019-11-06,bmo
RCKT,2019-11-06,--
PROS,2019-11-06,amc
WAAS,2019-11-06,bmo
RESI,2019-11-06,bmo
NESR,2019-11-06,bmo
EFC,2019-11-06,amc
DSSI,2019-11-06,--
CSTE,2019-11-06,bmo
TCX,2019-11-06,amc
VYGR,2019-11-06,bmo
OSUR,2019-11-06,amc
CLLS,2019-11-06,amc
MTRX,2019-11-06,amc
QTRX,2019-11-06,amc
SPTN,2019-11-06,amc
NEX,2019-11-06,amc
RST,2019-11-06,amc
BIOS,2019-11-06,bmo
OMN,2019-11-06,--
COLL,2019-11-06,amc
RUBI,2019-11-06,amc
LMRK,2019-11-06,bmo
GNK,2019-11-06,amc
XBIT,2019-11-06,--
RRTS,2019-11-06,bmo
PRPL,2019-11-06,bmo
TMDX,2019-11-06,bmo
MGNX,2019-11-06,amc
GMRE,2019-11-06,amc
AVDR,2019-11-06,--
CRCM,2019-11-06,bmo
TGLS,2019-11-06,bmo
VRCA,2019-11-06,--
PRQR,2019-11-06,--
REPH,2019-11-06,--
CBMG,2019-11-06,amc
ARDX,2019-11-06,--
RM,2019-11-06,amc
EGLE,2019-11-06,amc
GNMK,2019-11-06,amc
UBX,2019-11-06,amc
TMST,2019-11-06,amc
VNTR,2019-11-06,bmo
IVC,2019-11-06,amc
BRT,2019-11-06,amc
IMMR,2019-11-06,amc
CECE,2019-11-06,bmo
SRT,2019-11-06,amc
ALBO,2019-11-06,bmo
XERS,2019-11-06,--
VNRX,2019-11-06,--
TREC,2019-11-06,amc
CVIA,2019-11-06,bmo
LJPC,2019-11-06,--
STKL,2019-11-06,bmo
DHXM,2019-11-06,bmo
FLNT,2019-11-06,--
CLXT,2019-11-06,amc
FPRX,2019-11-06,amc
AXGT,2019-11-06,--
PERI,2019-11-06,bmo
LYTS,2019-11-06,bmo
ALNA,2019-11-06,--
USWS,2019-11-06,amc
REI,2019-11-06,amc
GSL,2019-11-06,bmo
PWFL,2019-11-06,amc
SHSP,2019-11-06,--
TGB,2019-11-06,--
MCF,2019-11-06,--
SRTS,2019-11-06,amc
LQDA,2019-11-06,--
EYES,2019-11-06,--
PFIE,2019-11-06,amc
SQNS,2019-11-06,bmo
MRSN,2019-11-06,bmo
OESX,2019-11-06,bmo
WRN,2019-11-06,--
ABUS,2019-11-06,bmo
MVIS,2019-11-06,amc
LPCN,2019-11-06,--
NEPH,2019-11-06,bmo
QES,2019-11-06,amc
NLNK,2019-11-06,bmo
ASRT,2019-11-06,amc
FNJN,2019-11-06,bmo
CLSD,2019-11-06,amc
LINC,2019-11-06,--
MTBC,2019-11-06,bmo
XAIR,2019-11-06,amc
QUIK,2019-11-06,amc
ROYT,2019-11-06,--
TEUM,2019-11-06,--
SALM,2019-11-06,amc
RCMT,2019-11-06,amc
RKDA,2019-11-06,amc
ZFGN,2019-11-06,--
FELP,2019-11-06,--
PMTS,2019-11-06,bmo
ARPO,2019-11-06,--
SEEL,2019-11-06,--
AYTU,2019-11-06,--
VQSLF,2019-11-06,amc
INUV,2019-11-06,--
BIOL,2019-11-06,amc
OTIVF,2019-11-06,bmo
ACHV,2019-11-06,bmo
ACY,2019-11-06,--
EPEGQ,2019-11-06,--
OPGN,2019-11-06,amc
HKRSQ,2019-11-06,--
ATEX,2019-11-06,amc
DIS,2019-11-07,amc
HEAR,2019-11-07,amc
ATVI,2019-11-07,amc
TTD,2019-11-07,amc
WRK,2019-11-07,bmo
TTWO,2019-11-07,amc
TEVA,2019-11-07,bmo
DNR,2019-11-07,bmo
MEET,2019-11-07,bmo
DBX,2019-11-07,amc
LADR,2019-11-07,amc
HIMX,2019-11-07,bmo
AAXN,2019-11-07,amc
NVAX,2019-11-07,amc
UPLD,2019-11-07,amc
MCFT,2019-11-07,bmo
CAH,2019-11-07,bmo
MED,2019-11-07,amc
PLNT,2019-11-07,amc
MT,2019-11-07,bmo
GPRO,2019-11-07,amc
BIP,2019-11-07,bmo
MAIN,2019-11-07,amc
BKNG,2019-11-07,amc
CAPL,2019-11-07,amc
TCP,2019-11-07,bmo
PLYM,2019-11-07,bmo
CRBP,2019-11-07,bmo
KSHB,2019-11-07,amc
STMP,2019-11-07,amc
PLUG,2019-11-07,bmo
ZTS,2019-11-07,bmo
YELP,2019-11-07,amc
HII,2019-11-07,bmo
UNIT,2019-11-07,amc
SNH,2019-11-07,bmo
SSW,2019-11-07,bmo
MITK,2019-11-07,amc
SRPT,2019-11-07,amc
APD,2019-11-07,bmo
RL,2019-11-07,bmo
GLP,2019-11-07,bmo
CNP,2019-11-07,bmo
WATT,2019-11-07,amc
DISCA,2019-11-07,bmo
CLVS,2019-11-07,bmo
CATB,2019-11-07,bmo
G,2019-11-07,amc
ROSE,2019-11-07,amc
MBUU,2019-11-07,bmo
GTN,2019-11-07,bmo
NRG,2019-11-07,bmo
QNST,2019-11-07,amc
PEN,2019-11-07,amc
GDOT,2019-11-07,amc
GFN,2019-11-07,bmo
MNST,2019-11-07,amc
KDP,2019-11-07,bmo
AXSM,2019-11-07,bmo
PGTI,2019-11-07,bmo
AG,2019-11-07,bmo
JCI,2019-11-07,bmo
CORE,2019-11-07,bmo
DISH,2019-11-07,bmo
CNQ,2019-11-07,bmo
AMC,2019-11-07,bmo
ADNT,2019-11-07,bmo
NVCN,2019-11-07,amc
TIVO,2019-11-07,amc
ZG,2019-11-07,amc
SNDX,2019-11-07,amc
AXAS,2019-11-07,amc
ABC,2019-11-07,bmo
CWH,2019-11-07,amc
PCTI,2019-11-07,amc
CAMT,2019-11-07,bmo
HL,2019-11-07,bmo
COLD,2019-11-07,amc
GH,2019-11-07,amc
TRGP,2019-11-07,bmo
AL,2019-11-07,amc
CORT,2019-11-07,amc
DHX,2019-11-07,amc
EYE,2019-11-07,bmo
PCRX,2019-11-07,bmo
