,symbol,sector,industry
1318,EURN,Energy,Oil & Gas Midstream
1319,EV,Financial Services,Asset Management
1320,EVA,Basic Materials,Lumber & Wood Production
1321,EVBG,Technology,Software - Application
1322,EVBN,Financial Services,Banks - Regional - US
1323,EVC,Consumer Cyclical,Broadcasting - TV
1324,EVER,Technology,Internet Content & Information
1325,EVFM,Healthcare,Biotechnology
1326,EVGN,Healthcare,Biotechnology
1327,EVH,Technology,Health Information Services
1328,EVLV,NULL,NULL
1329,EVOK,Healthcare,Drug Manufacturers - Specialty & Generic
1330,EVOL,Technology,Software - Application
1331,EVOP,Technology,Software - Infrastructure
1332,EVR,Financial Services,Capital Markets
1333,EVRG,Utilities,Utilities - Regulated Electric
1334,EVRI,Consumer Cyclical,Gambling
1335,EVTC,Technology,Software - Infrastructure
1336,EW,Healthcare,Medical Devices
1337,EWBC,Financial Services,Banks - Global
1338,EXAS,Healthcare,Diagnostics & Research
1339,EXC,Utilities,Utilities - Diversified
1340,EXEL,Healthcare,Biotechnology
1341,EXFO,Technology,Communication Equipment
1342,EXK,Basic Materials,Silver
1343,EXLS,Industrials,Business Services
1344,EXP,Basic Materials,Building Materials
1345,EXPD,Industrials,Integrated Shipping & Logistics
1346,EXPE,Consumer Cyclical,Leisure
1347,EXPI,Real Estate,Real Estate Services
1348,EXPO,Industrials,Business Services
1349,EXPR,Consumer Cyclical,Apparel Stores
1350,EXR,Real Estate,REIT - Industrial
1351,EXTN,Energy,Oil & Gas Equipment & Services
1352,EXTR,Technology,Communication Equipment
1353,EYE,Consumer Cyclical,Specialty Retail
1354,EYEN,Healthcare,Biotechnology
1355,EYES,Healthcare,Medical Devices
1356,EYPT,Healthcare,Biotechnology
1357,EZPW,Financial Services,Credit Services
1358,F,Consumer Cyclical,Auto Manufacturers
1359,FAF,Financial Services,Insurance - Specialty
1360,FANG,Energy,Oil & Gas E&P
1361,FARM,Consumer Defensive,Packaged Foods
1362,FARO,Technology,Scientific & Technical Instruments
1363,FAST,Industrials,Industrial Distribution
1364,FATE,Healthcare,Biotechnology
1365,FB,Technology,Internet Content & Information
1366,FBC,Financial Services,Savings & Cooperative Banks
1367,FBHS,Consumer Cyclical,Home Furnishings & Fixtures
1368,FBIO,Healthcare,Biotechnology
1369,FBIZ,Financial Services,Banks - Regional - US
1370,FBK,Financial Services,Banks - Regional - US
1371,FBM,Industrials,Industrial Distribution
1372,FBMS,Financial Services,Banks - Regional - US
1373,FBNC,Financial Services,Banks - Regional - US
1374,FBP,Financial Services,Banks - Regional - US
1375,FC,Consumer Defensive,Education & Training Services
1376,FCAU,Consumer Cyclical,Auto Manufacturers
1377,FCBC,Financial Services,Banks - Regional - US
1378,FCCO,Financial Services,Banks - Regional - US
1379,FCCY,Financial Services,Banks - Regional - US
1380,FCEL,Utilities,Utilities - Independent Power Producers
1381,FCF,Financial Services,Banks - Regional - US
1382,FCFS,Financial Services,Credit Services
1383,FCN,Industrials,Business Services
1384,FCPT,Real Estate,REIT - Hotel & Motel
1385,FCSC,Healthcare,Biotechnology
1386,FCX,Basic Materials,Copper
1387,FDC,NULL,NULL
1388,FDEF,Financial Services,Savings & Cooperative Banks
1389,FDP,Consumer Defensive,Farm Products
1390,FDS,Financial Services,Capital Markets
1391,FDUS,Financial Services,Asset Management
1392,FDX,Industrials,Integrated Shipping & Logistics
1393,FE,Utilities,Utilities - Diversified
1394,FEDU,Consumer Defensive,Education & Training Services
1395,FELE,Industrials,Diversified Industrials
1396,FELP,Basic Materials,Coal
1397,FENG,Technology,Internet Content & Information
1398,FET,Energy,Oil & Gas Equipment & Services
1399,FEYE,Technology,Software - Application
1400,FF,Basic Materials,Chemicals
1401,FFBC,Financial Services,Banks - Regional - US
1402,FFG,Financial Services,Insurance - Life
1403,FFIC,Financial Services,Banks - Regional - US
1404,FFIN,Financial Services,Banks - Regional - US
1405,FFIV,Technology,Software - Infrastructure
1406,FFNW,Financial Services,Banks - Regional - US
1407,FFWM,Financial Services,Banks - Regional - US
1408,FG,Financial Services,Insurance - Life
1409,FGEN,Healthcare,Biotechnology
1410,FGP,Energy,Oil & Gas Refining & Marketing
1411,FHB,Financial Services,Banks - Regional - US
1412,FHN,Financial Services,Banks - Regional - US
1413,FI,Energy,Oil & Gas Equipment & Services
1414,FIBK,Financial Services,Banks - Regional - US
1415,FICO,Technology,Software - Infrastructure
1416,FII,Financial Services,Asset Management
1417,FIS,Industrials,Business Services
1418,FISI,Financial Services,Banks - Regional - US
1419,FISV,Industrials,Business Services
1420,FIT,Technology,Scientific & Technical Instruments
1421,FITB,Financial Services,Banks - Regional - US
1422,FIVE,Consumer Cyclical,Specialty Retail
1423,FIVN,Technology,Software - Infrastructure
1424,FIX,Industrials,Engineering & Construction
1425,FIZZ,Consumer Defensive,Beverages - Soft Drinks
1426,FL,Consumer Cyclical,Footwear & Accessories
1427,FLDM,Healthcare,Diagnostics & Research
1428,FLEX,Technology,Contract Manufacturers
1429,FLGT,Healthcare,Diagnostics & Research
1430,FLIC,Financial Services,Banks - Regional - US
1431,FLIR,Technology,Scientific & Technical Instruments
1432,FLKS,NULL,NULL
1433,FLL,Consumer Cyclical,Resorts & Casinos
1434,FLMN,Energy,Oil & Gas E&P
1435,FLNT,Consumer Cyclical,Marketing Services
1436,FLO,Consumer Defensive,Packaged Foods
1437,FLOW,Industrials,Diversified Industrials
1438,FLR,Industrials,Engineering & Construction
1439,FLS,Industrials,Diversified Industrials
1440,FLT,Technology,Software - Infrastructure
1441,FLWS,Consumer Cyclical,Specialty Retail
1442,FLXN,Healthcare,Drug Manufacturers - Specialty & Generic
1443,FLY,Industrials,Rental & Leasing Services
1444,FMBH,Financial Services,Banks - Regional - US
1445,FMBI,Financial Services,Banks - Regional - US
1446,FMC,Basic Materials,Agricultural Inputs
1447,FMNB,Financial Services,Banks - Regional - US
1448,FMS,Healthcare,Medical Care
1449,FMX,Consumer Defensive,Beverages - Brewers
1450,FN,Technology,Electronic Components
1451,FNB,Financial Services,Banks - Regional - US
1452,FND,Consumer Cyclical,Home Improvement Stores
1453,FNF,Financial Services,Insurance - Specialty
1454,FNHC,Financial Services,Insurance - Property & Casualty
1455,FNJN,Technology,Software - Application
1456,FNKO,Consumer Cyclical,Leisure
1457,FNSR,NULL,NULL
1458,FNV,Basic Materials,Gold
1459,FOCS,Financial Services,Asset Management
1460,FOE,Basic Materials,Specialty Chemicals
1461,FOLD,Healthcare,Biotechnology
1462,FOMX,Healthcare,Biotechnology
1463,FOR,Real Estate,Real Estate - General
1464,FORM,Technology,Semiconductors
1465,FORR,Industrials,Business Services
1466,FOSL,Consumer Cyclical,Footwear & Accessories
1467,FOX,Consumer Cyclical,Broadcasting - TV
1468,FOXA,Consumer Cyclical,Broadcasting - TV
1469,FOXF,Consumer Cyclical,Recreational Vehicles
1470,FPAY,Financial Services,Credit Services
1471,FPH,Real Estate,Real Estate - General
1472,FPI,Real Estate,REIT - Diversified
1473,FPRX,Healthcare,Biotechnology
1474,FR,Real Estate,REIT - Industrial
1475,FRAC,Energy,Oil & Gas Equipment & Services
1476,FRAN,Consumer Cyclical,Apparel Stores
1477,FRBA,Financial Services,Banks - Regional - US
1478,FRBK,Financial Services,Banks - Regional - US
1479,FRC,Financial Services,Banks - Regional - US
1480,FRED,NULL,NULL
1481,FRGI,Consumer Cyclical,Restaurants
1482,FRME,Financial Services,Banks - Regional - US
1483,FRO,Industrials,Shipping & Ports
1484,FRPT,Consumer Defensive,Packaged Foods
1485,FRSH,NULL,NULL
1486,FRT,Real Estate,REIT - Retail
1487,FRTA,Basic Materials,Building Materials
1488,FSB,Financial Services,Banks - Regional - US
1489,FSBW,Financial Services,Banks - Regional - US
1490,FSCT,Technology,Software - Application
1491,FSFG,Financial Services,Banks - Regional - US
1492,FSI,Basic Materials,Specialty Chemicals
1493,FSK,Financial Services,Asset Management
1494,FSLR,Technology,Solar
1495,FSLY,Technology,Software - Application
1496,FSM,Basic Materials,Silver
1497,FSNN,NULL,NULL
1498,FSP,Real Estate,REIT - Office
1499,FSS,Industrials,Pollution & Treatment Controls
1500,FSTR,Industrials,Railroads
1501,FSV,Real Estate,Real Estate Services
1502,FTAI,Industrials,Rental & Leasing Services
1503,FTCH,Consumer Cyclical,Specialty Retail
1504,FTD,NULL,NULL
1505,FTDR,Industrials,Business Services
1506,FTEK,Industrials,Pollution & Treatment Controls
1507,FTI,Energy,Oil & Gas Equipment & Services
1508,FTK,Energy,Oil & Gas Equipment & Services
1509,FTNT,Technology,Software - Application
1510,FTNW,Technology,Communication Equipment
1511,FTR,Communication Services,Telecom Services
1512,FTS,Utilities,Utilities - Regulated Electric
1513,FTSI,Energy,Oil & Gas Equipment & Services
1514,FTSV,Healthcare,Biotechnology
1515,FTV,Technology,Scientific & Technical Instruments
1516,FUL,Basic Materials,Specialty Chemicals
1517,FULT,Financial Services,Banks - Regional - US
1518,FUN,Consumer Cyclical,Leisure
1519,FUV,Consumer Cyclical,Recreational Vehicles
1520,FVE,Healthcare,Long-Term Care Facilities
1521,FVRR,Technology,Internet Content & Information
1522,FWONA,Consumer Cyclical,Broadcasting - TV
1523,FWONK,Consumer Cyclical,Broadcasting - TV
1524,FWRD,Industrials,Integrated Shipping & Logistics
1525,G,Industrials,Business Services
1526,GABC,Financial Services,Banks - Regional - US
1527,GAIA,Consumer Cyclical,Specialty Retail
1528,GAIN,Financial Services,Asset Management
1529,GALT,Healthcare,Biotechnology
1530,GARS,Financial Services,Asset Management
1531,GASS,Industrials,Shipping & Ports
1532,GATX,Industrials,Rental & Leasing Services
1533,GBCI,Financial Services,Banks - Regional - US
1534,GBDC,Financial Services,Asset Management
1535,GBL,Financial Services,Asset Management
1536,GBLI,Financial Services,Insurance - Property & Casualty
1537,GBT,Healthcare,Biotechnology
1538,GBX,Industrials,Railroads
1539,GCAP,Financial Services,Capital Markets
1540,GCI,Consumer Cyclical,Publishing
1541,GCO,Consumer Cyclical,Apparel Stores
1542,GCP,Basic Materials,Specialty Chemicals
1543,GD,Industrials,Aerospace & Defense
1544,GDDY,Technology,Internet Content & Information
1545,GDEN,Consumer Cyclical,Gambling
1546,GDI,Industrials,Diversified Industrials
1547,GDOT,Financial Services,Credit Services
1548,GDP,Energy,Oil & Gas E&P
1549,GDS,Technology,Software - Infrastructure
1550,GE,Industrials,Diversified Industrials
1551,GECC,Financial Services,Asset Management
1552,GEF,Consumer Cyclical,Packaging & Containers
1553,GEL,Energy,Oil & Gas Midstream
1554,GEMP,Healthcare,Biotechnology
1555,GEN,Healthcare,Long-Term Care Facilities
1556,GENC,Industrials,Farm & Construction Equipment
1557,GEO,Real Estate,REIT - Healthcare Facilities
1558,GEOS,Energy,Oil & Gas Equipment & Services
1559,GERN,Healthcare,Biotechnology
1560,GES,Consumer Cyclical,Apparel Stores
1561,GEVO,Basic Materials,Specialty Chemicals
1562,GFF,Basic Materials,Building Materials
1563,GFI,Basic Materials,Gold
1564,GFN,Industrials,Rental & Leasing Services
1565,GG,NULL,NULL
1566,GGG,Industrials,Diversified Industrials
1567,GH,Healthcare,Diagnostics & Research
1568,GHDX,Healthcare,Diagnostics & Research
1569,GHG,Consumer Cyclical,Lodging
1570,GHL,Financial Services,Capital Markets
1571,GHM,Industrials,Diversified Industrials
1572,GIB,Technology,Information Technology Services
1573,GIFI,Energy,Oil & Gas Equipment & Services
1574,GIG,Industrials,Conglomerates
1575,GIII,Consumer Cyclical,Apparel Stores
1576,GIL,Consumer Cyclical,Apparel Manufacturing
1577,GILD,Healthcare,Drug Manufacturers - Major
1578,GILT,Technology,Communication Equipment
1579,GIS,Consumer Defensive,Packaged Foods
1580,GKOS,Healthcare,Medical Instruments & Supplies
1581,GLAD,Financial Services,Asset Management
1582,GLDD,Industrials,Engineering & Construction
1583,GLIBA,Communication Services,Telecom Services
1584,GLMD,Healthcare,Biotechnology
1585,GLNG,Industrials,Shipping & Ports
1586,GLOB,Technology,Software - Application
1587,GLOG,Industrials,Shipping & Ports
1588,GLOP,Energy,Oil & Gas Midstream
1589,GLOW,Communication Services,Telecom Services
1590,GLP,Energy,Oil & Gas Midstream
1591,GLPG,Healthcare,Biotechnology
1592,GLPI,Real Estate,REIT - Diversified
1593,GLRE,Financial Services,Insurance - Reinsurance
1594,GLT,Basic Materials,Paper & Paper Products
1595,GLUU,Technology,Electronic Gaming & Multimedia
1596,GLW,Technology,Electronic Components
1597,GLYC,Healthcare,Biotechnology
1598,GM,Consumer Cyclical,Auto Manufacturers
1599,GMDA,Healthcare,Biotechnology
1600,GME,Consumer Cyclical,Specialty Retail
1601,GMED,Healthcare,Medical Devices
1602,GMLP,Industrials,Shipping & Ports
1603,GMO,Basic Materials,Industrial Metals & Minerals
1604,GMRE,NULL,NULL
1605,GMS,Basic Materials,Building Materials
1606,GNC,Consumer Defensive,Pharmaceutical Retailers
1607,GNCA,Healthcare,Biotechnology
1608,GNE,Energy,Oil & Gas E&P
1609,GNK,Industrials,Shipping & Ports
1610,GNL,Real Estate,REIT - Diversified
1611,GNMK,Healthcare,Medical Devices
1612,GNMX,Healthcare,Biotechnology
1613,GNRC,Industrials,Diversified Industrials
1614,GNTX,Consumer Cyclical,Auto Parts
1615,GNTY,Financial Services,Banks - Regional - US
1616,GNW,Financial Services,Insurance - Life
1617,GO,Consumer Defensive,Grocery Stores
1618,GOGL,Industrials,Shipping & Ports
1619,GOGO,Communication Services,Telecom Services
1620,GOL,Industrials,Airlines
1621,GOLD,Basic Materials,Gold
1622,GOLF,Consumer Cyclical,Leisure
1623,GOOD,Real Estate,REIT - Diversified
1624,GOOG,Technology,Internet Content & Information
1625,GOOGL,Technology,Internet Content & Information
1626,GOOS,Consumer Cyclical,Apparel Manufacturing
1627,GORO,Basic Materials,Gold
1628,GPC,Consumer Cyclical,Specialty Retail
1629,GPI,Consumer Cyclical,Auto & Truck Dealerships
1630,GPK,Consumer Cyclical,Packaging & Containers
1631,GPL,Basic Materials,Industrial Metals & Minerals
1632,GPMT,Real Estate,REIT - Residential
1633,GPN,Industrials,Business Services
1634,GPOR,Energy,Oil & Gas E&P
1635,GPP,Energy,Oil & Gas Midstream
1636,GPRE,Basic Materials,Specialty Chemicals
1637,GPRK,Energy,Oil & Gas E&P
1638,GPRO,Technology,Consumer Electronics
1639,GPS,Consumer Cyclical,Apparel Stores
1640,GPX,Consumer Defensive,Education & Training Services
1641,GRA,Basic Materials,Specialty Chemicals
1642,GRAM,Industrials,Engineering & Construction
1643,GRBK,Real Estate,Real Estate - General
1644,GRC,Industrials,Diversified Industrials
1645,GRFS,Healthcare,Drug Manufacturers - Major
1646,GRMN,Technology,Scientific & Technical Instruments
1647,GRP.U,NULL,NULL
1648,GRPN,Technology,Internet Content & Information
1649,GRUB,Technology,Internet Content & Information
1650,GS,Financial Services,Capital Markets
1651,GSAT,Communication Services,Telecom Services
1652,GSB,Technology,Software - Application
1653,GSBC,Financial Services,Banks - Regional - US
1654,GSBD,Financial Services,Credit Services
1655,GSHD,Financial Services,Insurance - Diversified
1656,GSIT,Technology,Semiconductors
1657,GSK,Healthcare,Drug Manufacturers - Major
1658,GSKY,Technology,Software - Infrastructure
1659,GSL,Industrials,Shipping & Ports
1660,GSM,Basic Materials,Industrial Metals & Minerals
1661,GSS,Basic Materials,Gold
1662,GSUM,Technology,Software - Application
1663,GSVC,NULL,NULL
1664,GT,Consumer Cyclical,Rubber & Plastics
1665,GTE,Energy,Oil & Gas E&P
1666,GTES,Industrials,Diversified Industrials
1667,GTHX,Healthcare,Biotechnology
1668,GTIM,Consumer Cyclical,Restaurants
1669,GTLS,Industrials,Diversified Industrials
1670,GTN,Consumer Cyclical,Broadcasting - TV
1671,GTS,Financial Services,Insurance - Diversified
1672,GTT,Communication Services,Telecom Services
1673,GTX,Consumer Cyclical,Auto Parts
1674,GTXI,NULL,NULL
1675,GTY,Real Estate,REIT - Retail
1676,GVA,Industrials,Engineering & Construction
1677,GVP,Technology,Software - Application
1678,GWB,Financial Services,Banks - Regional - US
1679,GWGH,Financial Services,Insurance - Life
1680,GWPH,Healthcare,Drug Manufacturers - Major
1681,GWR,Industrials,Railroads
1682,GWRE,Technology,Software - Infrastructure
1683,GWRS,Utilities,Utilities - Regulated Water
1684,GWW,Industrials,Industrial Distribution
1685,GXP,NULL,NULL
1686,H,Consumer Cyclical,Lodging
1687,HA,Industrials,Airlines
1688,HABT,Consumer Cyclical,Restaurants
1689,HAE,Healthcare,Medical Instruments & Supplies
1690,HAFC,Financial Services,Banks - Regional - US
1691,HAIN,Consumer Defensive,Packaged Foods
1692,HAIR,Healthcare,Medical Devices
1693,HAL,Energy,Oil & Gas Equipment & Services
1694,HALL,Financial Services,Insurance - Property & Casualty
1695,HALO,Healthcare,Biotechnology
1696,HAS,Consumer Cyclical,Leisure
1697,HASI,Real Estate,REIT - Diversified
1698,HAYN,Industrials,Metal Fabrication
1699,HBAN,Financial Services,Banks - Regional - US
1700,HBB,Technology,Consumer Electronics
1701,HBCP,Financial Services,Savings & Cooperative Banks
1702,HBI,Consumer Cyclical,Apparel Manufacturing
1703,HBIO,Healthcare,Medical Instruments & Supplies
1704,HBM,Basic Materials,Copper
1705,HBMD,Financial Services,Banks - Regional - US
1706,HBNC,Financial Services,Banks - Regional - US
1707,HCA,Healthcare,Medical Care
1708,HCAP,Financial Services,Asset Management
1709,HCC,Basic Materials,Coal
1710,HCCI,Industrials,Waste Management
1711,HCFT,Real Estate,REIT - Residential
1712,HCHC,Communication Services,Telecom Services
1713,HCI,Financial Services,Insurance - Property & Casualty
1714,HCKT,Industrials,Business Services
1715,HCLP,NULL,NULL
1716,HCP,Real Estate,REIT - Healthcare Facilities
1717,HCR,Basic Materials,Industrial Metals & Minerals
1718,HCSG,Healthcare,Medical Care
1719,HD,Consumer Cyclical,Home Improvement Stores
1720,HDS,Industrials,Industrial Distribution
1721,HDSN,Industrials,Diversified Industrials
1722,HE,Utilities,Utilities - Regulated Electric
1723,HEAR,Technology,Communication Equipment
1724,HEES,Industrials,Rental & Leasing Services
1725,HEI,Industrials,Aerospace & Defense
1726,HELE,Consumer Defensive,Household & Personal Products
1727,HEP,Energy,Oil & Gas Midstream
1728,HES,Energy,Oil & Gas E&P
1729,HESM,Energy,Oil & Gas Midstream
1730,HEXO,Healthcare,Drug Manufacturers - Specialty & Generic
1731,HF,NULL,NULL
1732,HFBC,NULL,NULL
1733,HFC,Energy,Oil & Gas Refining & Marketing
1734,HFWA,Financial Services,Banks - Regional - US
1735,HGV,Consumer Cyclical,Resorts & Casinos
1736,HHC,Real Estate,Real Estate - General
1737,HHS,Consumer Cyclical,Marketing Services
1738,HI,Industrials,Diversified Industrials
1739,HIBB,Consumer Cyclical,Specialty Retail
1740,HIFR,NULL,NULL
1741,HIG,Financial Services,Insurance - Diversified
1742,HII,Industrials,Aerospace & Defense
1743,HIIQ,Healthcare,Health Care Plans
1744,HIL,Industrials,Engineering & Construction
1745,HIMX,Technology,Semiconductors
1746,HIVE,NULL,NULL
1747,HIW,Real Estate,REIT - Office
1748,HK,NULL,NULL
1749,HL,Basic Materials,Gold
1750,HLF,Consumer Defensive,Packaged Foods
1751,HLI,Financial Services,Capital Markets
1752,HLIO,Industrials,Diversified Industrials
1753,HLIT,Technology,Communication Equipment
1754,HLNE,Financial Services,Asset Management
1755,HLT,Consumer Cyclical,Lodging
1756,HLTH,NULL,NULL
1757,HLX,Energy,Oil & Gas Equipment & Services
1758,HMC,Consumer Cyclical,Auto Manufacturers
1759,HMHC,Consumer Defensive,Education & Training Services
1760,HMLP,Industrials,Shipping & Ports
1761,HMN,Financial Services,Insurance - Property & Casualty
1762,HMST,Financial Services,Savings & Cooperative Banks
1763,HMSY,Industrials,Business Services
1764,HMTV,Communication Services,Pay TV
1765,HNGR,Healthcare,Medical Care
1766,HNI,Industrials,Business Equipment
1767,HNRG,Basic Materials,Coal
1768,HOFT,Consumer Cyclical,Home Furnishings & Fixtures
1769,HOG,Consumer Cyclical,Recreational Vehicles
1770,HOLI,Industrials,Diversified Industrials
1771,HOLX,Healthcare,Medical Instruments & Supplies
1772,HOMB,Financial Services,Banks - Regional - US
1773,HOME,Consumer Cyclical,Specialty Retail
1774,HON,Industrials,Diversified Industrials
1775,HOPE,Financial Services,Banks - Regional - US
1776,HOS,Energy,Oil & Gas Equipment & Services
1777,HOV,Consumer Cyclical,Residential Construction
1778,HP,Energy,Oil & Gas Drilling
1779,HPE,Technology,Communication Equipment
1780,HPJ,NULL,NULL
1781,HPP,Real Estate,REIT - Office
1782,HPQ,Technology,Computer Systems
1783,HPR,Energy,Oil & Gas E&P
1784,HPT,NULL,NULL
1785,HQY,Technology,Health Information Services
1786,HR,Real Estate,REIT - Healthcare Facilities
1787,HRB,Consumer Cyclical,Personal Services
1788,HRC,Healthcare,Medical Instruments & Supplies
1789,HRI,Industrials,Rental & Leasing Services
1790,HRL,Consumer Defensive,Packaged Foods
1791,HROW,Healthcare,Drug Manufacturers - Specialty & Generic
1792,HRS,NULL,NULL
1793,HRTG,Financial Services,Insurance - Property & Casualty
1794,HRTX,Healthcare,Drug Manufacturers - Specialty & Generic
1795,HRZN,Financial Services,Asset Management
1796,HSC,Industrials,Diversified Industrials
1797,HSDT,Healthcare,Medical Devices
1798,HSGX,NULL,NULL
1799,HSIC,Healthcare,Medical Distribution
1800,HSII,Industrials,Staffing & Outsourcing Services
1801,HSKA,Healthcare,Diagnostics & Research
1802,HSON,Industrials,Staffing & Outsourcing Services
1803,HST,Real Estate,REIT - Hotel & Motel
1804,HSTM,Technology,Health Information Services
1805,HSY,Consumer Defensive,Confectioners
1806,HT,Real Estate,REIT - Hotel & Motel
1807,HTA,Real Estate,REIT - Healthcare Facilities
1808,HTBI,Financial Services,Banks - Regional - US
1809,HTBK,Financial Services,Banks - Regional - US
1810,HTBX,Healthcare,Biotechnology
1811,HTGC,Financial Services,Specialty Finance
1812,HTGM,Healthcare,Diagnostics & Research
1813,HTH,Financial Services,Banks - Regional - US
1814,HTHT,Consumer Cyclical,Lodging
1815,HTLD,Industrials,Trucking
1816,HTLF,Financial Services,Banks - Regional - US
1817,HTZ,Industrials,Rental & Leasing Services
1818,HUBB,Technology,Electronic Components
1819,HUBG,Industrials,Integrated Shipping & Logistics
1820,HUBS,Technology,Software - Application
1821,HUD,Consumer Cyclical,Specialty Retail
1822,HUM,Healthcare,Health Care Plans
1823,HUN,Basic Materials,Chemicals
1824,HURN,Industrials,Business Services
1825,HUYA,Consumer Cyclical,Media - Diversified
1826,HVT,Consumer Cyclical,Home Improvement Stores
1827,HWC,Financial Services,Banks - Regional - US
1828,HWCC,Industrials,Industrial Distribution
1829,HXL,Industrials,Aerospace & Defense
1830,HY,Industrials,Truck Manufacturing
1831,HYGS,NULL,NULL
1832,HYRE,Industrials,Rental & Leasing Services
1833,HZN,Consumer Cyclical,Auto Parts
1834,HZNP,Healthcare,Drug Manufacturers - Specialty & Generic
1835,HZO,Consumer Cyclical,Specialty Retail
1836,I,Communication Services,Telecom Services
1837,IAA,Consumer Cyclical,Auto & Truck Dealerships
1838,IAC,Technology,Internet Content & Information
1839,IAG,Basic Materials,Gold
1840,IART,Healthcare,Medical Devices
1841,IBA,Consumer Defensive,Farm Products
1842,IBCP,Financial Services,Banks - Regional - US
1843,IBKC,Financial Services,Banks - Regional - US
1844,IBKR,Financial Services,Capital Markets
1845,IBM,Technology,Information Technology Services
1846,IBN,Financial Services,Banks - Regional - Asia
1847,IBP,Basic Materials,Building Materials
1848,IBTX,Financial Services,Banks - Regional - US
1849,ICAD,Technology,Health Information Services
1850,ICBK,Financial Services,Savings & Cooperative Banks
1851,ICD,Energy,Oil & Gas Drilling
1852,ICE,Financial Services,Financial Exchanges
1853,ICFI,Industrials,Business Services
1854,ICHR,Technology,Semiconductor Equipment & Materials
1855,ICL,Basic Materials,Agricultural Inputs
1856,ICLK,Consumer Cyclical,Marketing Services
1857,ICLR,Healthcare,Diagnostics & Research
1858,ICON,Consumer Cyclical,Apparel Manufacturing
1859,ICPT,Healthcare,Biotechnology
1860,ICUI,Healthcare,Medical Instruments & Supplies
1861,IDA,Utilities,Utilities - Regulated Electric
1862,IDCC,Communication Services,Telecom Services
1863,IDN,Technology,Software - Application
1864,IDRA,Healthcare,Biotechnology
1865,IDSA,Industrials,Waste Management
1866,IDSY,NULL,NULL
1867,IDTI,NULL,NULL
1868,IDXG,Healthcare,Diagnostics & Research
1869,IDXX,Healthcare,Diagnostics & Research
1870,IEA,Industrials,Engineering & Construction
1871,IEC,Technology,Contract Manufacturers
1872,IEP,Industrials,Conglomerates
1873,IEX,Industrials,Diversified Industrials
1874,IFF,Basic Materials,Specialty Chemicals
1875,IGC,Healthcare,Drug Manufacturers - Specialty & Generic
1876,IGT,Consumer Cyclical,Gambling
1877,IHRT,Consumer Cyclical,Broadcasting - Radio
1878,III,NULL,NULL
1879,IIIN,Industrials,Metal Fabrication
1880,IIIV,Technology,Software - Infrastructure
1881,IIN,Technology,Electronic Components
1882,IIPR,Real Estate,REIT - Industrial
1883,IIVI,Technology,Scientific & Technical Instruments
1884,ILMN,Healthcare,Diagnostics & Research
1885,ILPT,Real Estate,REIT - Industrial
1886,IMAX,Consumer Cyclical,Media - Diversified
1887,IMDZ,NULL,NULL
1888,IMGN,Healthcare,Biotechnology
1889,IMI,NULL,NULL
1890,IMMR,Technology,Software - Application
1891,IMMU,Healthcare,Biotechnology
1892,IMO,Energy,Oil & Gas Integrated
1893,IMOS,Technology,Semiconductors
1894,IMUC,Healthcare,Biotechnology
1895,IMUX,Healthcare,Biotechnology
1896,INAP,Technology,Software - Application
1897,INBK,Financial Services,Banks - Regional - US
1898,INCY,Healthcare,Biotechnology
1899,INDB,Financial Services,Banks - Regional - US
1900,INFI,Healthcare,Biotechnology
1901,INFN,Technology,Communication Equipment
1902,INFO,Industrials,Business Services
1903,INFU,Healthcare,Medical Instruments & Supplies
1904,INFY,Technology,Information Technology Services
1905,INGN,Healthcare,Medical Devices
1906,INGR,Consumer Defensive,Packaged Foods
1907,INN,Real Estate,REIT - Hotel & Motel
1908,INNT,Healthcare,Biotechnology
1909,INO,Healthcare,Biotechnology
1910,INOD,Technology,Information Technology Services
1911,INOV,Technology,Health Information Services
1912,INPX,Technology,Software - Application
1913,INSE,Consumer Cyclical,Gambling
1914,INSG,Technology,Communication Equipment
1915,INSM,Healthcare,Biotechnology
1916,INSP,Healthcare,Medical Devices
1917,INST,Technology,Software - Application
1918,INSW,Industrials,Shipping & Ports
1919,INSY,NULL,NULL
1920,INT,Energy,Oil & Gas Refining & Marketing
1921,INTC,Technology,Semiconductors
1922,INTL,Financial Services,Capital Markets
1923,INTT,Technology,Semiconductors
1924,INTU,Technology,Software - Application
1925,INUV,Consumer Cyclical,Marketing Services
1926,INVA,Healthcare,Biotechnology
1927,INVE,Technology,Computer Systems
1928,INVH,Real Estate,REIT - Residential
1929,INWK,Consumer Cyclical,Marketing Services
1930,INXN,Technology,Information Technology Services
1931,IO,Energy,Oil & Gas Equipment & Services
1932,IONS,Healthcare,Biotechnology
1933,IOSP,Basic Materials,Specialty Chemicals
1934,IOTS,Technology,Semiconductor Memory
1935,IOVA,Healthcare,Biotechnology
1936,IP,Consumer Cyclical,Packaging & Containers
1937,IPAR,Consumer Defensive,Household & Personal Products
1938,IPCI,NULL,NULL
1939,IPDN,Technology,Internet Content & Information
1940,IPG,Consumer Cyclical,Advertising Agencies
1941,IPGP,Technology,Semiconductor Equipment & Materials
1942,IPHI,Technology,Semiconductors
1943,IPHS,Basic Materials,Specialty Chemicals
1944,IPI,Basic Materials,Agricultural Inputs
1945,IPIC,NULL,NULL
1946,IPWR,Industrials,Diversified Industrials
1947,IQ,Technology,Internet Content & Information
1948,IQV,Healthcare,Diagnostics & Research
